Cov	Iteration	euc_z_score	euc_percent	eig_percent	mcd_percent_k1	mcd_percent_k3
0.15	994	-0.183973363994	0.429	0.836	0.427	0.451
0.15	995	2.94650534182	1.0	0.918	0.957	1.0
0.15	996	2.39571683303	0.991	0.714	0.989	0.975
0.15	997	0.648788741189	0.745	0.795	0.389	0.745
0.15	998	1.15370403233	0.884	0.379	0.338	0.676
0.15	999	2.09524287374	0.983	0.146	0.862	0.99
0.2	0	2.36452736309	0.989	0.759	0.998	0.994
0.2	1	2.19306708183	0.99	0.669	0.694	0.934
0.2	2	-0.0705595757967	0.478	0.324	0.551	0.431
0.2	3	1.41930094366	0.921	0.272	0.264	0.758
0.2	4	1.24866222068	0.894	0.536	0.224	0.721
0.2	5	-0.128390343444	0.46	0.117	0.391	0.477
0.2	6	2.82724252862	0.996	0.532	1.0	0.997
0.2	7	3.46795596046	1.0	0.662	0.949	1.0
0.2	8	0.838985208637	0.809	0.704	0.634	0.606
0.2	9	3.32705989837	0.999	0.761	0.901	0.999
0.2	10	0.79118410233	0.768	0.265	0.692	0.802
0.2	11	3.45835405666	1.0	0.767	0.908	0.998
0.2	12	2.08298443681	0.981	0.792	0.769	0.948
0.2	13	0.913818450381	0.814	0.298	0.493	0.734
0.2	14	0.178342479665	0.583	0.591	0.626	0.593
0.2	15	3.55543343056	1.0	0.958	0.998	1.0
0.2	16	2.05985177908	0.977	0.826	0.96	0.932
0.2	17	2.66715453794	0.996	0.608	0.954	0.951
0.2	18	5.31938444126	1.0	0.857	0.991	1.0
0.2	19	2.09808394653	0.983	0.91	0.985	0.952
0.2	20	3.20681262194	0.999	0.613	0.961	0.998
0.2	21	0.388159384245	0.658	0.148	0.361	0.657
0.2	22	2.62707361207	0.996	0.738	0.791	0.987
0.2	23	2.16659737948	0.98	0.919	0.984	0.978
0.2	24	3.58292752226	1.0	0.856	0.992	1.0
0.2	25	2.23978126726	0.986	0.862	0.993	0.986
0.2	26	4.99635858669	1.0	0.841	1.0	1.0
0.2	27	1.89077257634	0.966	0.931	0.757	0.983
0.2	28	2.41401225186	0.993	0.852	0.772	0.97
0.2	29	1.82221943126	0.971	0.434	0.824	0.981
0.2	30	0.90467008268	0.822	0.174	0.349	0.881
0.2	31	1.90541497125	0.968	0.219	0.886	0.919
0.2	32	2.23442419116	0.981	0.985	0.855	0.971
0.2	33	1.8306362489	0.96	0.496	0.851	0.978
0.2	34	1.71640207608	0.954	0.816	0.847	0.902
0.2	35	1.97507657263	0.973	0.871	0.871	0.942
0.2	36	2.97629253229	0.999	0.886	0.975	1.0
0.2	37	1.61044152738	0.941	0.522	0.44	0.757
0.2	38	1.00237377416	0.845	0.867	0.32	0.691
0.2	39	0.275606298509	0.612	0.606	0.397	0.434
0.2	40	1.69607405017	0.944	0.783	0.325	0.851
0.2	41	0.9685577983	0.833	0.075	0.373	0.74
0.2	42	2.15706813781	0.986	0.792	0.455	0.898
0.2	43	2.15565450494	0.988	0.451	0.678	0.965
0.2	44	2.23566314979	0.985	0.614	0.55	0.962
0.2	45	4.39163148135	1.0	0.454	0.985	0.999
0.2	46	1.34751762276	0.912	0.928	0.927	0.773
0.2	47	-0.0572096739176	0.484	0.887	0.855	0.315
0.2	48	1.88550444659	0.97	0.476	0.813	0.971
0.2	49	4.72160459778	1.0	0.978	0.905	1.0
0.2	50	1.5775794207	0.937	0.97	0.99	0.865
0.2	51	1.40670725798	0.923	0.712	0.407	0.879
0.2	52	2.13046710591	0.983	0.899	0.844	0.887
0.2	53	0.819085230089	0.783	0.731	0.83	0.83
0.2	54	3.60470979816	1.0	0.997	0.998	1.0
0.2	55	0.46897833181	0.676	0.327	0.882	0.709
0.2	56	0.815224711524	0.798	0.261	0.791	0.76
0.2	57	0.223966039834	0.583	0.5	0.226	0.505
0.2	58	3.18639663383	0.998	0.458	0.993	0.999
0.2	59	2.41445354984	0.992	0.388	0.968	0.986
0.2	60	3.20741762884	1.0	0.706	0.958	1.0
0.2	61	4.19315857316	1.0	0.565	0.93	1.0
0.2	62	0.483965113421	0.693	0.257	0.659	0.701
0.2	63	0.725759889538	0.773	0.993	0.996	0.862
0.2	64	0.42945728135	0.675	0.628	0.426	0.589
0.2	65	5.31031381677	1.0	0.919	0.999	1.0
0.2	66	1.89387368965	0.966	0.756	0.293	0.932
0.2	67	2.59197058906	0.993	0.813	0.983	0.992
0.2	68	2.70272945878	0.996	0.399	0.969	0.993
0.2	69	0.801883408207	0.787	0.926	0.942	0.851
0.2	70	3.74446197028	1.0	0.95	0.999	1.0
0.2	71	0.276907857643	0.617	0.523	0.835	0.472
0.2	72	4.2121045947	1.0	0.917	0.997	1.0
0.2	73	3.35561125528	1.0	0.728	0.8	0.994
0.2	74	2.53201193809	0.993	0.52	0.936	0.996
0.2	75	2.15870394376	0.979	0.391	0.855	0.975
0.2	76	2.5312589945	0.994	0.567	0.91	0.969
0.2	77	2.29791501476	0.988	0.75	0.994	0.976
0.2	78	1.64924689509	0.944	0.778	0.959	0.936
0.2	79	1.85985068315	0.96	0.201	0.855	0.923
0.2	80	0.778110969329	0.787	0.28	0.923	0.82
0.2	81	2.04697123004	0.974	0.538	0.906	0.989
0.2	82	2.44315363621	0.986	0.37	0.828	0.978
0.2	83	0.406718476745	0.679	0.768	0.564	0.695
0.2	84	1.52030247778	0.942	0.566	0.781	0.809
0.2	85	1.66893348246	0.948	0.787	0.915	0.909
0.2	86	1.61229695822	0.951	0.306	0.325	0.877
0.2	87	1.65182269236	0.937	0.955	0.65	0.896
0.2	88	1.49483812194	0.924	0.983	0.943	0.952
0.2	89	1.55483439847	0.93	0.329	0.654	0.882
0.2	90	4.83507596651	1.0	0.772	0.97	1.0
0.2	91	0.766335484195	0.782	0.075	0.71	0.641
0.2	92	1.53910836363	0.939	0.501	0.525	0.861
0.2	93	2.62752308816	0.994	0.968	0.991	0.974
0.2	94	2.37586628186	0.989	0.77	0.992	0.933
0.2	95	0.95698350383	0.831	0.621	0.972	0.823
0.2	96	1.67078325346	0.947	0.373	0.554	0.805
0.2	97	1.74714383202	0.952	0.796	0.839	0.96
0.2	98	0.407461393312	0.653	0.288	0.306	0.724
0.2	99	2.98728008998	0.996	0.689	0.987	0.983
0.2	100	1.93410684744	0.969	0.923	0.982	0.973
0.2	101	0.59892942191	0.725	0.749	0.669	0.579
0.2	102	1.83956920437	0.963	0.226	0.71	0.972
0.2	103	2.27863912994	0.99	0.553	0.912	0.986
0.2	104	0.861848833507	0.82	0.614	0.527	0.636
0.2	105	2.83315098379	0.997	0.766	0.949	0.995
0.2	106	1.7576366071	0.959	0.922	0.952	0.97
0.2	107	2.89547923029	0.995	0.617	0.559	0.964
0.2	108	3.01722714312	0.996	0.633	0.947	0.988
0.2	109	3.40852370592	1.0	0.26	0.95	1.0
0.2	110	1.89629385992	0.97	0.814	0.982	0.982
0.2	111	0.450877096182	0.679	0.205	0.542	0.741
0.2	112	2.96554358442	0.999	0.774	0.94	0.997
0.2	113	1.22550349513	0.881	0.841	0.902	0.944
0.2	114	3.01908044822	0.999	0.443	0.927	1.0
0.2	115	1.67701522935	0.945	0.205	0.588	0.893
0.2	116	0.913419449281	0.818	0.016	0.168	0.724
0.2	117	3.5721780445	1.0	0.95	0.997	1.0
0.2	118	1.38473757747	0.923	0.523	0.863	0.965
0.2	119	3.2028916472	0.997	0.517	0.824	0.998
0.2	120	2.48525111522	0.992	0.379	0.659	0.979
0.2	121	1.36281391968	0.917	0.586	0.865	0.914
0.2	122	1.88320515761	0.965	0.119	0.497	0.968
0.2	123	4.56146811983	1.0	0.974	1.0	1.0
0.2	124	-0.125006862438	0.453	0.639	0.617	0.477
0.2	125	3.25316107038	0.997	0.972	1.0	0.995
0.2	126	3.32278924168	0.998	0.847	0.94	0.997
0.2	127	2.5824006391	0.996	0.992	1.0	0.997
0.2	128	1.14662327568	0.877	0.946	0.505	0.739
0.2	129	2.47706191009	0.995	0.439	0.966	0.997
0.2	130	3.37153261951	1.0	0.806	0.768	1.0
0.2	131	-0.277702410245	0.42	0.479	0.16	0.363
0.2	132	2.67578823032	0.995	0.887	0.933	0.97
0.2	133	2.40183735607	0.99	0.69	0.835	0.991
0.2	134	1.67456387123	0.947	0.716	0.956	0.961
0.2	135	3.4315811911	1.0	0.552	0.991	1.0
0.2	136	2.0478582059	0.976	0.653	0.516	0.984
0.2	137	3.22443481576	0.999	0.933	0.996	0.996
0.2	138	1.68492815726	0.958	0.487	0.967	0.949
0.2	139	2.94146814993	0.995	0.725	0.914	0.99
0.2	140	0.730065233188	0.763	0.787	0.791	0.602
0.2	141	-1.38247031607	0.088	0.022	0.163	0.031
0.2	142	1.00031258248	0.841	0.145	0.932	0.905
0.2	143	1.05334011027	0.858	0.538	0.713	0.799
0.2	144	5.30310788608	1.0	0.998	1.0	1.0
0.2	145	4.56089303317	1.0	0.929	0.983	1.0
0.2	146	1.49018387436	0.922	0.632	0.912	0.901
0.2	147	1.53087970948	0.935	0.674	0.906	0.868
0.2	148	2.33237134277	0.996	0.824	0.993	1.0
0.2	149	2.18575315077	0.981	0.96	0.904	0.977
0.2	150	1.45476827538	0.927	0.242	0.619	0.873
0.2	151	0.982413473294	0.827	0.294	0.414	0.812
0.2	152	5.20473975745	1.0	0.703	0.821	1.0
0.2	153	2.31361582966	0.99	0.519	0.899	0.937
0.2	154	1.05613199731	0.853	0.446	0.761	0.763
0.2	155	1.00550713855	0.838	0.082	0.44	0.822
0.2	156	2.80164710466	0.998	0.47	0.667	0.979
0.2	157	3.01112767897	0.998	0.573	0.961	1.0
0.2	158	2.28122122138	0.982	0.919	0.942	0.98
0.2	159	1.46184604215	0.925	0.104	0.455	0.873
0.2	160	3.30608494599	1.0	0.999	0.999	0.996
0.2	161	2.36506486632	0.994	0.629	0.763	0.957
0.2	162	2.41260838358	0.988	0.738	0.963	0.934
0.2	163	2.18241709069	0.985	0.385	0.97	0.999
0.2	164	1.32655593158	0.9	0.98	0.977	0.921
0.2	165	2.39280114915	0.991	0.983	0.995	0.968
0.2	166	2.29088276978	0.988	0.145	0.848	0.996
0.2	167	2.41067572067	0.993	0.863	0.599	0.961
0.2	168	1.80278332652	0.959	0.883	0.979	0.952
0.2	169	3.39366649162	0.999	0.564	0.997	0.999
0.2	170	2.90690142645	0.999	0.513	0.914	0.997
0.2	171	0.396378638198	0.653	0.516	0.798	0.616
0.2	172	3.22415067159	0.999	0.378	0.834	0.997
0.2	173	2.68786070212	0.995	0.215	0.734	0.986
0.2	174	0.701174739	0.76	0.916	0.98	0.865
0.2	175	3.21452633365	1.0	0.678	0.832	1.0
0.2	176	4.09330484849	1.0	0.978	0.993	1.0
0.2	177	0.060325334365	0.52	0.505	0.598	0.564
0.2	178	1.49531968434	0.935	0.537	0.969	0.943
0.2	179	0.829517458695	0.807	0.974	0.928	0.586
0.2	180	1.79956059534	0.962	0.661	0.886	0.968
0.2	181	1.46890806966	0.928	0.049	0.483	0.89
0.2	182	1.47764619746	0.925	0.858	0.937	0.902
0.2	183	1.76513868386	0.959	0.34	0.808	0.937
0.2	184	2.40731828069	0.994	0.824	0.998	0.996
0.2	185	0.187539163692	0.582	0.319	0.729	0.35
0.2	186	2.01935670422	0.974	0.372	0.679	0.967
0.2	187	3.22472830728	1.0	0.698	0.77	0.999
0.2	188	2.9959327504	0.995	0.811	0.983	0.992
0.2	189	0.835381572063	0.812	0.024	0.201	0.719
0.2	190	0.574066741543	0.727	0.072	0.934	0.78
0.2	191	4.97286584768	1.0	1.0	1.0	1.0
0.2	192	2.84228281924	0.997	0.896	0.949	0.999
0.2	193	3.11352393258	1.0	0.905	0.999	0.996
0.2	194	0.887417666646	0.809	0.749	0.476	0.597
0.2	195	0.314767479283	0.619	0.094	0.309	0.596
0.2	196	1.24713691126	0.894	0.202	0.802	0.967
0.2	197	1.7004593867	0.945	0.481	0.206	0.915
0.2	198	3.72994360344	1.0	0.985	1.0	0.998
0.2	199	3.48094467215	1.0	0.462	0.831	0.999
0.2	200	2.21929638919	0.985	0.336	0.759	0.991
0.2	201	1.31992996032	0.907	0.066	0.546	0.837
0.2	202	2.84063490349	0.995	0.422	0.633	0.99
0.2	203	4.35830469876	1.0	0.894	1.0	1.0
0.2	204	2.16068571116	0.977	0.522	0.749	0.957
0.2	205	2.0547433353	0.976	0.792	0.935	0.906
0.2	206	2.46466778268	0.99	0.739	0.745	0.959
0.2	207	2.31387891621	0.989	0.93	0.966	0.976
0.2	208	3.41968501477	1.0	0.821	0.983	0.998
0.2	209	1.53120122052	0.938	0.514	0.75	0.945
0.2	210	1.72943044215	0.958	0.421	0.919	0.942
0.2	211	3.96361466411	0.999	0.72	0.785	0.996
0.2	212	1.04423602172	0.853	0.374	0.609	0.897
0.2	213	4.80886282064	1.0	0.964	0.998	1.0
0.2	214	-0.173332339797	0.425	0.153	0.376	0.478
0.2	215	2.25529153058	0.986	0.625	0.879	0.92
0.2	216	2.12411601989	0.981	0.193	0.91	0.992
0.2	217	3.46310782687	0.999	0.647	0.999	0.996
0.2	218	1.29682604753	0.9	0.926	0.988	0.831
0.2	219	3.15504631148	0.999	0.539	0.737	0.992
0.2	220	2.48084306827	0.993	0.895	0.71	0.976
0.2	221	2.32049868513	0.987	0.703	0.828	0.983
0.2	222	3.43502794711	1.0	0.861	0.989	1.0
0.2	223	0.300886897372	0.629	0.209	0.789	0.539
0.2	224	1.90310065938	0.969	0.303	0.868	0.942
0.2	225	0.849128478588	0.81	0.375	0.711	0.82
0.2	226	1.56867722161	0.941	0.868	0.812	0.875
0.2	227	1.54728629929	0.943	0.509	0.319	0.896
0.2	228	3.0223624784	0.998	0.597	0.979	0.999
0.2	229	0.520068929025	0.701	0.61	0.123	0.341
0.2	230	1.82569418629	0.964	0.973	0.966	0.958
0.2	231	0.986365819383	0.843	0.295	0.752	0.863
0.2	232	1.12655967692	0.869	0.963	0.287	0.87
0.2	233	3.19780350986	0.998	0.948	0.991	0.998
0.2	234	3.49514195888	1.0	0.952	0.959	0.999
0.2	235	-0.0592922327785	0.483	0.524	0.809	0.394
0.2	236	0.860892543236	0.805	0.105	0.727	0.847
0.2	237	0.962987830342	0.83	0.366	0.47	0.782
0.2	238	2.55010164622	0.995	0.606	0.813	0.979
0.2	239	3.22625473596	0.999	0.515	0.934	0.999
0.2	240	1.73816354285	0.95	0.597	0.896	0.901
0.2	241	1.97484619674	0.965	0.26	0.815	0.963
0.2	242	-0.926253236164	0.192	0.47	0.3	0.079
0.2	243	1.25676126533	0.899	0.732	0.621	0.846
0.2	244	1.48603867462	0.935	0.935	0.985	0.798
0.2	245	4.29812673269	1.0	0.99	0.996	0.999
0.2	246	1.26803716002	0.901	0.669	0.894	0.888
0.2	247	1.90831272781	0.971	0.83	0.79	0.931
0.2	248	3.74504001976	1.0	0.814	0.937	1.0
0.2	249	0.190227047891	0.581	0.429	0.335	0.422
0.2	250	4.11548814112	1.0	0.839	0.948	1.0
0.2	251	2.62099297841	0.996	0.935	0.999	0.997
0.2	252	3.25530697593	0.999	0.722	0.891	0.999
0.2	253	0.249967441275	0.605	0.308	0.31	0.669
0.2	254	2.88359524827	0.999	0.792	0.949	0.997
0.2	255	3.9666706058	1.0	0.788	0.998	1.0
0.2	256	3.30185967259	0.999	0.33	0.827	0.999
0.2	257	3.22932387028	0.998	0.883	0.904	0.997
0.2	258	-1.00461497917	0.165	0.686	0.057	0.037
0.2	259	2.17359022751	0.983	0.601	0.155	0.968
0.2	260	0.383094926309	0.652	0.12	0.832	0.587
0.2	261	3.20004689753	1.0	0.869	0.991	1.0
0.2	262	2.76156330827	0.997	0.516	0.965	0.995
0.2	263	2.46637431561	0.991	0.967	0.988	0.994
0.2	264	1.0069666322	0.847	0.343	0.168	0.852
0.2	265	4.09513332987	1.0	0.969	0.993	1.0
0.2	266	1.70971521233	0.961	0.348	0.74	0.968
0.2	267	3.84735514383	1.0	0.425	0.951	0.999
0.2	268	2.09262846524	0.979	0.844	0.989	0.963
0.2	269	1.25965237464	0.901	0.151	0.681	0.918
0.2	270	2.51492825863	0.99	0.546	0.971	0.997
0.2	271	1.80063329942	0.969	0.986	0.993	0.963
0.2	272	1.6269120222	0.951	0.494	0.855	0.939
0.2	273	1.99927158436	0.977	0.871	0.904	0.929
0.2	274	3.22453352706	0.999	0.982	0.999	0.999
0.2	275	0.478330187586	0.691	0.489	0.478	0.645
0.2	276	4.19467089924	1.0	0.931	0.984	0.999
0.2	277	0.695233704018	0.774	0.836	0.774	0.724
0.2	278	3.65308769723	0.998	0.93	0.997	0.997
0.2	279	1.91264385232	0.97	0.424	0.986	0.948
0.2	280	0.473983384902	0.688	0.118	0.017	0.494
0.2	281	2.21762764995	0.983	0.596	0.619	0.949
0.2	282	1.81768357467	0.958	0.266	0.687	0.947
0.2	283	1.17666816209	0.873	0.607	0.935	0.877
0.2	284	2.29021170523	0.988	0.925	0.992	0.985
0.2	285	1.13572417982	0.873	0.548	0.902	0.791
0.2	286	0.965830726731	0.83	0.556	0.82	0.688
0.2	287	3.50109427439	1.0	0.427	0.902	0.998
0.2	288	-0.252687380015	0.392	0.156	0.487	0.444
0.2	289	1.79880987151	0.966	0.747	0.907	0.98
0.2	290	0.372702600059	0.648	0.126	0.732	0.69
0.2	291	-0.371362700606	0.358	0.191	0.185	0.348
0.2	292	1.67538819235	0.951	0.399	0.716	0.948
0.2	293	1.32441434169	0.911	0.605	0.541	0.801
0.2	294	1.79287056138	0.964	0.615	0.568	0.844
0.2	295	2.2623774324	0.986	0.534	0.881	0.96
0.2	296	1.11107469253	0.867	0.434	0.603	0.765
0.2	297	2.24073562907	0.987	0.727	0.918	0.972
0.2	298	4.76160101123	1.0	0.783	1.0	1.0
0.2	299	1.59887407341	0.948	0.866	0.95	0.839
0.2	300	2.16261905044	0.982	0.911	0.986	0.984
0.2	301	2.76297917825	0.998	0.398	0.688	0.986
0.2	302	1.21896168213	0.892	0.897	0.551	0.733
0.2	303	2.40126844744	0.99	0.94	0.933	0.985
0.2	304	2.07996127497	0.979	0.284	0.898	0.982
0.2	305	0.408937616397	0.659	0.368	0.74	0.433
0.2	306	1.39882077007	0.914	0.581	0.934	0.926
0.2	307	1.6284859566	0.949	0.906	0.968	0.888
0.2	308	2.54523319744	0.994	0.665	0.524	0.996
0.2	309	1.91637332732	0.965	0.086	0.657	0.985
0.2	310	2.3131253265	0.988	0.973	1.0	0.966
0.2	311	3.38632218418	1.0	0.966	0.983	1.0
0.2	312	2.31495163419	0.988	0.95	0.923	0.992
0.2	313	4.60318563159	1.0	0.635	0.873	1.0
0.2	314	1.90259105616	0.962	0.395	0.636	0.96
0.2	315	1.00814264053	0.839	0.348	0.33	0.661
0.2	316	2.81643076532	0.994	0.912	0.974	0.992
0.2	317	1.23509031726	0.888	0.815	0.841	0.894
0.2	318	2.14563072799	0.985	0.211	0.727	0.979
0.2	319	2.83139823017	0.998	0.844	0.945	0.975
0.2	320	1.37245847621	0.908	0.349	0.652	0.928
0.2	321	2.24651178263	0.99	0.894	0.972	0.985
0.2	322	2.10223329579	0.982	0.81	0.982	0.992
0.2	323	2.60475116102	0.992	0.672	0.833	0.961
0.2	324	1.51919393005	0.934	0.2	0.119	0.954
0.2	325	2.96534269227	0.998	0.302	0.317	0.998
0.2	326	2.92308491126	0.997	0.906	0.999	0.994
0.2	327	2.92616712222	0.999	0.834	0.879	0.983
0.2	328	1.83462473043	0.969	0.467	0.584	0.913
0.2	329	3.19117474264	0.998	0.823	0.855	0.985
0.2	330	2.02045831843	0.973	0.535	0.945	0.992
0.2	331	1.62835950509	0.944	0.491	0.477	0.814
0.2	332	2.78897285089	0.997	0.785	0.798	0.984
0.2	333	1.19900812768	0.869	0.93	0.962	0.863
0.2	334	2.0391038251	0.978	0.976	1.0	0.988
0.2	335	2.84924472771	0.997	0.909	0.943	0.995
0.2	336	2.48333944158	0.99	0.857	0.949	0.984
0.2	337	2.67041259531	0.994	0.148	0.71	0.969
0.2	338	2.02025200746	0.98	0.998	0.989	0.954
0.2	339	2.81574289104	0.996	0.927	0.93	0.985
0.2	340	-0.145406999178	0.443	0.87	0.639	0.377
0.2	341	1.35255971034	0.901	0.902	0.992	0.923
0.2	342	1.36152824656	0.914	0.889	0.779	0.744
0.2	343	0.729229254218	0.774	0.733	0.291	0.647
0.2	344	3.2760442387	0.999	0.981	0.985	0.989
0.2	345	4.1244906335	1.0	0.885	0.984	0.999
0.2	346	3.52319007084	1.0	0.46	0.977	1.0
0.2	347	1.98183075113	0.972	0.595	0.729	0.955
0.2	348	0.953442668816	0.829	0.155	0.758	0.789
0.2	349	2.70767820478	0.994	0.789	0.923	0.986
0.2	350	1.70069292379	0.947	0.819	0.977	0.88
0.2	351	0.789720219114	0.791	0.196	0.089	0.639
0.2	352	2.73874110398	0.992	0.982	0.976	0.993
0.2	353	-0.20788678397	0.416	0.755	0.418	0.291
0.2	354	1.92970138539	0.973	0.287	0.793	0.941
0.2	355	2.74917282057	0.993	0.86	0.857	0.97
0.2	356	2.81401559183	0.997	0.923	0.988	0.997
0.2	357	-0.781516667082	0.213	0.299	0.394	0.511
0.2	358	2.82166316926	0.999	0.88	0.958	0.993
0.2	359	3.98072774287	0.999	0.734	0.949	0.998
0.2	360	3.11785612891	1.0	0.874	0.999	0.998
0.2	361	3.09800966071	1.0	0.716	0.952	0.993
0.2	362	2.44569597657	0.994	0.857	0.346	0.984
0.2	363	2.94804062769	0.997	0.87	0.98	0.993
0.2	364	4.20987246334	1.0	0.675	0.972	1.0
0.2	365	4.17277596023	1.0	0.962	0.999	1.0
0.2	366	2.38807228258	0.991	0.53	0.968	0.994
0.2	367	1.72361460703	0.954	0.459	0.658	0.904
0.2	368	-0.353125408507	0.359	0.169	0.497	0.358
0.2	369	2.40242288787	0.991	0.932	0.995	0.986
0.2	370	3.80614981299	1.0	0.422	0.926	0.999
0.2	371	3.27936178079	0.999	0.741	0.912	0.998
0.2	372	4.4655656714	1.0	0.922	0.989	1.0
0.2	373	3.22853220159	0.998	0.737	0.611	0.998
0.2	374	1.71546300996	0.955	0.819	0.997	0.957
0.2	375	3.90422370742	1.0	0.983	1.0	0.999
0.2	376	1.49905620071	0.937	0.994	0.981	0.808
0.2	377	1.90086371214	0.97	0.969	0.999	0.972
0.2	378	3.28306300871	0.999	0.866	0.973	0.998
0.2	379	2.32935205545	0.991	0.043	0.65	0.993
0.2	380	2.09745037334	0.984	0.44	0.529	0.937
0.2	381	3.53318612626	1.0	0.754	0.992	0.999
0.2	382	1.92560934492	0.968	0.639	0.66	0.975
0.2	383	2.13344295642	0.984	0.474	0.817	0.967
0.2	384	4.95837911475	1.0	1.0	1.0	1.0
0.2	385	2.43986465524	0.991	0.661	0.787	0.985
0.2	386	0.786332372372	0.804	0.61	0.427	0.74
0.2	387	3.53038008835	0.999	0.634	0.968	0.999
0.2	388	2.28289804858	0.987	0.95	0.969	0.979
0.2	389	3.09719076791	0.999	0.128	0.783	0.993
0.2	390	2.16725244842	0.98	0.109	0.589	0.99
0.2	391	4.71317751709	1.0	0.877	0.997	1.0
0.2	392	2.7145251998	0.992	0.806	0.888	0.982
0.2	393	3.42159365293	1.0	0.725	0.386	1.0
0.2	394	2.21650780019	0.981	0.66	0.877	0.966
0.2	395	1.46689175796	0.922	0.558	0.795	0.974
0.2	396	2.86134795859	0.999	0.172	0.964	0.995
0.2	397	3.67442363908	0.999	0.975	0.999	1.0
0.2	398	2.02249621957	0.979	0.884	0.923	0.943
0.2	399	4.71888919593	1.0	0.993	1.0	1.0
0.2	400	1.47004993527	0.925	0.244	0.487	0.816
0.2	401	4.58690139264	1.0	0.539	0.994	1.0
0.2	402	4.87095940953	1.0	0.968	1.0	1.0
0.2	403	2.9597587802	0.999	0.416	0.959	0.999
0.2	404	0.0693556033035	0.539	0.307	0.468	0.483
0.2	405	2.65491790258	0.994	0.647	0.957	0.982
0.2	406	2.26310781463	0.98	0.406	0.938	0.948
0.2	407	1.58306447727	0.945	0.209	0.74	0.945
0.2	408	-0.306444191894	0.393	0.235	0.107	0.224
0.2	409	2.58715336075	0.995	0.631	0.923	0.974
0.2	410	-0.108055812037	0.461	0.091	0.214	0.214
0.2	411	2.98135031935	0.999	0.925	0.63	0.995
0.2	412	2.63284603872	0.993	0.981	0.915	0.993
0.2	413	1.19483260727	0.893	0.726	0.745	0.774
0.2	414	0.269808895031	0.613	0.677	0.309	0.417
0.2	415	0.953985001139	0.834	0.188	0.729	0.768
0.2	416	2.1841565838	0.978	0.229	0.957	0.974
0.2	417	1.26160143551	0.905	0.725	0.883	0.79
0.2	418	4.11885985637	1.0	0.372	0.992	0.999
0.2	419	3.59906752364	0.999	0.865	0.992	1.0
0.2	420	0.851669240759	0.802	0.163	0.815	0.855
0.2	421	2.49415715429	0.99	0.671	0.893	0.907
0.2	422	1.03305831297	0.839	0.706	0.856	0.873
0.2	423	1.78891330806	0.961	0.622	0.981	0.962
0.2	424	4.11362821814	1.0	0.764	0.996	1.0
0.2	425	3.4149684318	0.998	0.824	0.924	0.993
0.2	426	1.68587156257	0.943	0.628	0.942	0.954
0.2	427	1.45580295656	0.924	0.896	0.254	0.843
0.2	428	1.94431262107	0.97	0.491	0.891	0.954
0.2	429	0.689719706827	0.763	0.402	0.737	0.813
0.2	430	2.12003448748	0.98	0.495	0.537	0.962
0.2	431	0.926736717188	0.823	0.975	0.828	0.759
0.2	432	1.86622246672	0.967	0.402	0.951	0.947
0.2	433	2.95024340105	1.0	0.986	0.914	0.985
0.2	434	1.85720547868	0.97	0.659	0.547	0.847
0.2	435	2.12061710837	0.983	0.053	0.652	0.989
0.2	436	1.92151772602	0.973	0.588	0.808	0.872
0.2	437	1.00366008416	0.847	0.651	0.793	0.572
0.2	438	3.1579498145	0.998	0.976	0.998	0.997
0.2	439	2.5727008758	0.994	0.271	0.853	0.987
0.2	440	1.8442287908	0.963	0.58	0.5	0.927
0.2	441	3.10404491719	0.998	0.745	0.994	0.993
0.2	442	1.83453855085	0.963	0.975	0.54	0.812
0.2	443	1.53723677343	0.936	0.898	0.526	0.884
0.2	444	1.31655286462	0.899	0.549	0.891	0.908
0.2	445	1.89746803418	0.965	0.465	0.936	0.965
0.2	446	-0.565057861968	0.279	0.303	0.353	0.369
0.2	447	2.02902774631	0.973	0.998	0.999	0.94
0.2	448	1.83391356509	0.958	0.753	0.703	0.954
0.2	449	1.90679976269	0.967	0.378	0.452	0.958
0.2	450	2.67068063152	0.996	0.681	0.999	0.994
0.2	451	2.76648476725	0.997	0.278	0.918	0.996
0.2	452	5.17778138486	1.0	0.998	1.0	1.0
0.2	453	1.82115858477	0.968	0.886	0.88	0.944
0.2	454	1.38020357933	0.903	0.352	0.766	0.806
0.2	455	3.66019318986	0.999	0.488	0.458	0.998
0.2	456	2.37210458502	0.985	0.614	0.738	0.984
0.2	457	0.459525732193	0.677	0.837	0.918	0.591
0.2	458	1.30830894331	0.907	0.256	0.906	0.949
0.2	459	-0.222539178271	0.432	0.015	0.318	0.354
0.2	460	4.37552859986	1.0	0.878	0.984	1.0
0.2	461	1.19701834116	0.892	0.318	0.435	0.752
0.2	462	2.42759201914	0.994	0.815	0.952	0.987
0.2	463	2.79949917527	0.996	0.744	0.96	0.998
0.2	464	1.35144681678	0.908	0.922	0.926	0.82
0.2	465	2.67804085041	0.998	0.403	0.915	0.99
0.2	466	-0.0644286074979	0.5	0.677	0.727	0.484
0.2	467	4.25727915652	1.0	0.982	0.997	1.0
0.2	468	2.29142980623	0.986	0.759	0.861	0.991
0.2	469	1.26130804259	0.905	0.692	0.475	0.796
0.2	470	1.87676881803	0.969	0.17	0.723	0.945
0.2	471	2.29528833692	0.989	0.912	0.937	0.984
0.2	472	1.56268603798	0.937	0.439	0.934	0.965
0.2	473	1.86792123109	0.968	0.99	0.411	0.843
